"taxon"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Faecalimonas"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Faecalimonas"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Terrisporobacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Terrisporobacter"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Leyella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Leyella"
"Bacteria.Cyanobacteriota.Vampirivibrionia.Gastranaerophilales.Gastranaerophilaceae.Zag_111"	"Bacteria"	"Cyanobacteriota"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilaceae"	"Zag_111"
"Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.Saccharimonadaceae.Candidatus Saccharimonas"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"Candidatus Saccharimonas"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.CAG-56"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"CAG-56"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.FD2005"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"FD2005"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnoclostridium"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospira"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae FCS020 group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae FCS020 group"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Ruthenibacterium"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Ruthenibacterium"
"Bacteria.Actinomycetota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"
"Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Atopobiaceae.Parolsenella"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Parolsenella"
"Bacteria.Bacillota.Bacilli.Bacillales.Planococcaceae.Psychrobacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Psychrobacillus"
"Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Solobacterium"	"Bacteria"	"Bacillota"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Ligilactobacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Ligilactobacillus"
"Bacteria.Bacillota.Bacilli.Lactobacillales.NA.NA"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"NA"	"NA"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Candidatus Soleaferrea"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Candidatus Soleaferrea"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.Anaerococcus"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family XI"	"Anaerococcus"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Mitsuokella"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Mitsuokella"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.NA.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"NA"	"NA"
"Bacteria.Thermodesulfobacteriota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Bilophila"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Bilophila"
"Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Gordonibacter"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Eggerthellaceae"	"Gordonibacter"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"
"Bacteria.Bacillota.Bacilli.NA.NA.NA"	"Bacteria"	"Bacillota"	"Bacilli"	"NA"	"NA"	"NA"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Anaerobutyricum"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Anaerobutyricum"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Extibacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Extibacter"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-004"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-004"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] ventriosum group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Eubacterium] ventriosum group"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Ruminococcus] gnavus group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus] gnavus group"
"Bacteria.Bacillota.Clostridia.Monoglobales.Monoglobaceae.Monoglobus"	"Bacteria"	"Bacillota"	"Clostridia"	"Monoglobales"	"Monoglobaceae"	"Monoglobus"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.UCG-005"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"UCG-005"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family XIII UCG-001"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Family XIII UCG-001"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.Fenollaria"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family XI"	"Fenollaria"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Rikenellaceae RC9 gut group"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenellaceae RC9 gut group"
"Bacteria.Actinomycetota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Gardnerella"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Gardnerella"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Butyribacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Butyribacter"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] xylanophilum group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Eubacterium] xylanophilum group"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Ruminococcus] gauvreauii group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Ruminococcus] gauvreauii group"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.UCG-003"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"UCG-003"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Paludicola"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Paludicola"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Hoylesella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Hoylesella"
"Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Leptotrichiaceae.Sneathia"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Sneathia"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Turicimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Turicimonas"
"Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Thomasclavelia"	"Bacteria"	"Bacillota"	"Bacilli"	"Erysipelotrichales"	"Erysipelatoclostridiaceae"	"Thomasclavelia"
"Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Amedibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Amedibacillus"
"Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelotrichaceae.[Clostridium] innocuum group"	"Bacteria"	"Bacillota"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"[Clostridium] innocuum group"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NC2004 group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae NC2004 group"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Veillonella"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Veillonellaceae"	"Veillonella"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Carnobacteriaceae.Dolosigranulum"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Dolosigranulum"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.Pygmaiobacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Pygmaiobacter"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Barnesiellaceae.Barnesiella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Hungatella"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Hungatella"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Ruminococcaceae.DTU089"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"DTU089"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Acinetobacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Leuconostoc"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-008"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"UCG-008"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.GCA-900066575"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"GCA-900066575"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-010"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae UCG-010"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Oribacterium"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.possible genus Sk018"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"possible genus Sk018"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-009"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"UCG-009"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Anaerovibrio"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Anaerovibrio"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Rikenella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenella"
"Bacteria.Thermodesulfobacteriota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"
"Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Coriobacteriales Incertae Sedis.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriales Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NK4B4 group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae NK4B4 group"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Brevibacteriaceae.Brevibacterium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Micrococcaceae.Glutamicibacter"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Glutamicibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Orrella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Orrella"
"Bacteria.Actinomycetota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"NA"
"Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Atopobiaceae.Coriobacteriaceae UCG-003"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Coriobacteriaceae UCG-003"
"Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.Asteroleplasma"	"Bacteria"	"Bacillota"	"Bacilli"	"Erysipelotrichales"	"Erysipelatoclostridiaceae"	"Asteroleplasma"
"Bacteria.Bacillota.Clostridia.Clostridia vadinBB60 group.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Bacillota"	"Clostridia"	"Clostridia vadinBB60 group"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Clostridiales.Clostridiaceae.Sarcina"	"Bacteria"	"Bacillota"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Sarcina"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Butyrivibrio"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Butyrivibrio"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.NA.NA"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodospirillales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Sutterella"
"Bacteria.Actinomycetota.Actinobacteria.Mycobacteriales.Corynebacteriaceae.Corynebacterium"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Mycobacteriales"	"Corynebacteriaceae"	"Corynebacterium"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Megamonas"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Megamonas"
"Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.Saccharimonadaceae.TM7x"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"TM7x"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Lysobacterales.Lysobacteraceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Lysobacterales"	"Lysobacteraceae"	"NA"
"Bacteria.Bacillota.Bacilli.Acholeplasmatales.Acholeplasmataceae.Anaeroplasma"	"Bacteria"	"Bacillota"	"Bacilli"	"Acholeplasmatales"	"Acholeplasmataceae"	"Anaeroplasma"
"Bacteria.Bacillota.Bacilli.Izemoplasmatales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Bacillota"	"Bacilli"	"Izemoplasmatales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae ND3007 group"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae ND3007 group"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Oscillibacter"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Oscillibacter"
"Bacteria.Bacillota.Clostridia.Peptococcales.Peptococcaceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptococcales"	"Peptococcaceae"	"Incertae Sedis"
"Bacteria.Bacillota.Negativicutes.Veillonellales-Selenomonadales.Veillonellaceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Veillonellaceae"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Paraprevotella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Paraprevotella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Comamonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Comamonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Comamonadaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.NA.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Succinivibrionaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Succinivibrionaceae"	"Incertae Sedis"
"Bacteria.Thermodesulfobacteriota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Incertae Sedis"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Incertae Sedis"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Opitutales.Puniceicoccaceae.Incertae Sedis"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	"Incertae Sedis"
"Bacteria.Bacillota.Bacilli.Staphylococcales.Staphylococcaceae.Nosocomiicoccus"	"Bacteria"	"Bacillota"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Nosocomiicoccus"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Defluviitaleaceae.Defluviitaleaceae UCG-011"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Defluviitaleaceae"	"Defluviitaleaceae UCG-011"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Fastidiosipila"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Fastidiosipila"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.Ezakiella"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family XI"	"Ezakiella"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.Peptoniphilus"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family XI"	"Peptoniphilus"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Family XI.W5053"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family XI"	"W5053"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Odoribacter"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Porphyromonadaceae.Porphyromonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotella"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"
"Bacteria.Bacillota.Clostridia.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Bacillota"	"Clostridia"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Enterocloster"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Enterocloster"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Incertae Sedis"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Incertae Sedis"
"Bacteria.Bacillota.Bacilli.Bacillales.Bacillaceae.NA"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"NA"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Kineothrix"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Kineothrix"
"Bacteria.Bacillota.Bacilli.Bacillales.Planococcaceae.Kurthia"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Kurthia"
"Bacteria.Bacillota.Clostridia.Eubacteriales.Anaerofustaceae.Anaerofustis"	"Bacteria"	"Bacillota"	"Clostridia"	"Eubacteriales"	"Anaerofustaceae"	"Anaerofustis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Yersiniaceae.Samsonia"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Samsonia"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Aquamonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Aquamonas"
"Bacteria.Actinomycetota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.CHKCI002"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Eggerthellaceae"	"CHKCI002"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.Mitochondria.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	"Incertae Sedis"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Carnobacteriaceae.Isobaculum"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Isobaculum"
"Bacteria.Bacillota.Clostridia.Oscillospirales.Oscillospiraceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Incertae Sedis"
"Bacteria.Bacillota.Bacilli.Lactobacillales.Lactobacillaceae.Liquorilactobacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Liquorilactobacillus"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium]"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"[Eubacterium]"
"Bacteria.Bacillota.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus"	"Bacteria"	"Bacillota"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Peptostreptococcus"
